sample_number,site_id,date,sample_type,method,ng_m_l,lake,site_type,depth_category,ng_g_resin,congener,value
164,BKS_BL_SH_01,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lf,0
164,BKS_BL_SH_01,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,wr,0
164,BKS_BL_SH_01,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,atx,0
164,BKS_BL_SH_01,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,hatx,0
164,BKS_BL_SH_01,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,cyl,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,rr,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,yr,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lr,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,la,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,ly,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,nod,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lf,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,wr,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,atx,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,hatx,0
165,BKS_BL_SH_02,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,cyl,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,rr,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,yr,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lr,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,la,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,ly,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,nod,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lf,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,wr,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,atx,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,hatx,0
166,BKS_BL_SH_03,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,cyl,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,rr,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,yr,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lr,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,la,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,ly,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,nod,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,lf,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,wr,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,atx,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,hatx,0
167,BKS_BL_SH_04,2025-07-21,regular,grab,NA,brooks,shore,NA,NA,cyl,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,rr,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,yr,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,lr,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,la,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,ly,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,nod,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,lf,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,wr,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,atx,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,hatx,0
168,BKS_BL_SH_05,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,cyl,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,rr,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,yr,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,lr,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,la,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,ly,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,nod,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,lf,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,wr,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,atx,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,hatx,0
169,BKS_BL_SH_06,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,cyl,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,rr,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,yr,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,lr,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,la,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,ly,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,nod,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,lf,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,wr,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,atx,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,hatx,0
170,BKS_BL_SH_07,2025-07-23,regular,grab,NA,brooks,shore,NA,NA,cyl,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,rr,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,yr,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,lr,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,la,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,dm_lr,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,ly,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,nod,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,lf,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,wr,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,atx,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,hatx,0
173,BKS_BL_BU_SS,2025-07-23,regular,grab,NA,brooks,buoy,surface,NA,cyl,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,rr,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,yr,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,lr,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,la,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,dm_lr,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,ly,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,nod,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,lf,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,wr,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,atx,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,hatx,0
174,BKS_BL_BU_DD,2025-07-23,regular,grab,NA,brooks,buoy,bottom,NA,cyl,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,rr,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,yr,1.085715908
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,lr,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,la,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,dm_lr,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,ly,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,nod,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,lf,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,wr,4.926004937
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,atx,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,hatx,0
175,BKS_UB_SH_08,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,cyl,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,rr,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,yr,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,lr,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,la,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,dm_lr,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,ly,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,nod,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,lf,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,wr,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,atx,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,hatx,0
176,BKS_UB_SH_09,2025-07-22,regular,grab,NA,upper brooks,shore,NA,NA,cyl,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,rr,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,yr,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,lr,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,la,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,dm_lr,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,ly,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,nod,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,lf,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,wr,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,atx,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,hatx,0
177,BKS_UB_BU_SS,2025-07-22,regular,grab,NA,upper brooks,buoy,surface,NA,cyl,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,rr,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,yr,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,lr,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,la,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,dm_lr,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,ly,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,nod,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,lf,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,wr,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,atx,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,hatx,0
178,BKS_UB_BU_DD,2025-07-22,regular,grab,NA,upper brooks,buoy,bottom,NA,cyl,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,rr,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,yr,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,lr,3.035646419
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,la,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,dm_lr,0.234958371
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,ly,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,nod,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,lf,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,wr,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,atx,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,hatx,0
179,BKS_RN_SH_10,2025-07-22,regular,grab,NA,rainbow,shore,NA,NA,cyl,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,rr,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,yr,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,lr,1.005777396
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,la,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,dm_lr,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,ly,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,nod,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,lf,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,wr,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,atx,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,hatx,0
180,BKS_RN_BU_SS,2025-07-22,regular,grab,NA,rainbow,buoy,surface,NA,cyl,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,rr,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,yr,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,lr,0.695940758
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,la,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,dm_lr,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,ly,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,nod,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,lf,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,wr,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,atx,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,hatx,0
181,BKS_RN_BU_DD,2025-07-22,regular,grab,NA,rainbow,buoy,bottom,NA,cyl,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,rr,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,yr,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,lr,0.488713986
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,la,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,dm_lr,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,ly,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,nod,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,lf,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,wr,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,atx,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,hatx,0
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,NA,lower jade,buoy,surface,NA,cyl,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,rr,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,yr,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,lr,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,la,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,dm_lr,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,ly,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,nod,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,lf,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,wr,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,atx,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,hatx,0
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,NA,lower jade,buoy,bottom,NA,cyl,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,rr,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,yr,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lr,0.837687884
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,la,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,dm_lr,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,ly,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,nod,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lf,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,wr,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,atx,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,hatx,0
185,BYS_BR_SH_01,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,cyl,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,rr,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,yr,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lr,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,la,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,dm_lr,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,ly,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,nod,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lf,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,wr,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,atx,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,hatx,0
186,BYS_PC_SH_02,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,cyl,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,rr,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,yr,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lr,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,la,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,dm_lr,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,ly,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,nod,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lf,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,wr,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,atx,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,hatx,0
187,BYS_FR_SH_03,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,cyl,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,rr,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,yr,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lr,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,la,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,dm_lr,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,ly,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,nod,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,lf,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,wr,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,atx,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,hatx,0
188,BYS_CR_SH_04,2025-07-21,regular,grab,NA,boysen,shore,NA,NA,cyl,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,rr,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,yr,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,lr,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,la,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,ly,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,nod,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,lf,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,wr,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,atx,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,hatx,0
223,BKS_BL_SH_01,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,cyl,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,rr,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,yr,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,lr,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,la,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,dm_lr,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,ly,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,nod,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,lf,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,wr,0
224,BKS_BL_SH_02,2025-08-04,regular,grab,NA,brooks,shore,NA,NA,atx,0
